T l'air à deux mètres du sol (°C),T ressentie au vent (°C),T du point de rosée (°C),Direction du vent (km/h),Vitesse du vent lors de la mesure (km/h),Vitesse du vent maximum sur la dernière heure (km/h),Humidité relative (%),Visibilité (Km),Datetime,Pression,Variation_pression_3h,Nebulosite,Degradation_meteo,Pluie_presence,Pluie_moyenne_par_heure,Intensite_pluie
11.2,10.2,4.2,ENE,9.3,16.7,62,20.0,2025-03-31 11:00:00,1027.9,0.5,0.0,0,0,0.0,Aucune
10.1,8.9,4.5,NE,9.3,14.8,68,15.0,2025-03-31 10:00:00,1028.1,1.2,0.0,0,0,0.0,Aucune
9.8,8.5,4.8,NE,9.3,16.7,71,15.0,2025-03-31 09:00:00,1027.9,1.4,1.0,0,0,0.0,Aucune
8.9,7.1,5.1,NE,11.1,16.7,77,15.0,2025-03-31 08:00:00,1027.5,1.4,1.0,0,0,0.0,Aucune
8.4,7.7,5.0,N,5.6,11.1,79,15.0,2025-03-31 07:00:00,,0.9,0.0,0,0,0.0,Aucune
4.9,4.9,3.6,N,3.7,11.1,91,15.0,2025-03-31 06:00:00,1026.6,0.6,0.0,0,0,0.0,Aucune
6.0,6.0,4.5,O,3.7,5.6,90,25.0,2025-03-31 05:00:00,1026.2,0.2,0.0,0,0,0.0,Aucune
6.4,6.4,4.9,ONO,3.7,5.6,90,13.0,2025-03-31 04:00:00,1026.2,0.4,0.0,0,0,0.0,Aucune
5.9,5.9,4.9,NNO,3.7,5.6,93,13.0,2025-03-31 03:00:00,,0.3,,0,0,0.0,Aucune
6.3,6.3,4.3,O,1.9,3.7,87,14.0,2025-03-31 02:00:00,,0.5,,0,0,0.0,Aucune
7.3,7.3,4.6,NNO,1.9,5.6,83,16.0,2025-03-31 01:00:00,1025.7,0.6,,0,0,0.0,Aucune
7.5,7.5,5.0,NO,3.7,7.4,84,25.0,2025-03-31 00:00:00,1025.6,0.9,0.0,0,0,0.0,Aucune
8.7,6.3,-0.1,NE,14.8,22.2,54,20.0,2025-04-01 23:00:00,1018.2,-0.8,0.0,0,0,0.0,Aucune
8.9,6.8,0.1,NE,13.0,20.4,54,20.0,2025-04-01 22:00:00,1018.2,-0.6,0.0,0,0,0.0,Aucune
9.8,8.2,-0.1,NE,11.1,20.4,50,20.0,2025-04-01 21:00:00,1018.7,0.0,0.0,0,0,0.0,Aucune
10.4,8.7,-0.7,ENE,13.0,20.4,46,20.0,2025-04-01 20:00:00,1018.9,0.6,0.0,0,0,0.0,Aucune
11.0,9.4,-1.4,ENE,13.0,25.9,42,20.0,2025-04-01 19:00:00,1018.7,0.3,0.0,0,0,0.0,Aucune
11.7,9.8,-1.8,ENE,16.7,31.5,39,20.0,2025-04-01 18:00:00,1018.6,0.0,0.0,0,0,0.0,Aucune
12.8,10.7,-1.9,E,22.2,31.5,36,20.0,2025-04-01 17:00:00,1018.3,-1.2,1.0,0,0,0.0,Aucune
13.6,11.9,-2.0,ENE,20.4,31.5,34,20.0,2025-04-01 16:00:00,1018.3,-1.9,4.0,0,0,0.0,Aucune
14.6,13.2,-1.1,ENE,20.4,33.3,34,20.0,2025-04-01 15:00:00,1018.5,-2.6,4.0,0,0,0.0,Aucune
15.0,13.9,--,ENE,16.7,25.9,--,20.0,2025-04-01 14:00:00,1019.4,-2.4,2.0,0,0,0.0,Aucune
14.9,13.8,-0.4,E,16.7,25.9,35,20.0,2025-04-01 13:00:00,1020.2,-2.5,0.0,0,0,0.0,Aucune
14.4,13.4,1.6,ENE,14.8,25.9,42,20.0,2025-04-01 12:00:00,1021.1,-2.1,1.0,0,0,0.0,Aucune
14.0,12.9,0.6,ENE,14.8,24.1,40,20.0,2025-04-01 11:00:00,1021.8,-1.8,0.0,0,0,0.0,Aucune
13.3,12.2,1.0,E,13.0,22.2,43,18.0,2025-04-01 10:00:00,1022.8,-0.8,,0,0,0.0,Aucune
11.9,11.0,1.2,ENE,9.3,14.8,48,20.0,2025-04-01 09:00:00,1023.3,-0.1,0.0,0,0,0.0,Aucune
9.5,8.2,1.6,ENE,9.3,14.8,58,20.0,2025-04-01 08:00:00,1023.8,0.3,0.0,0,0,0.0,Aucune
7.4,5.7,1.2,ENE,9.3,13.0,65,16.0,2025-04-01 07:00:00,1023.8,0.2,0.0,0,0,0.0,Aucune
5.8,4.2,0.9,ENE,7.4,13.0,71,20.0,2025-04-01 06:00:00,1023.7,-0.1,0.0,0,0,0.0,Aucune
5.6,3.5,0.9,ENE,9.3,11.1,72,19.0,2025-04-01 05:00:00,1023.7,-0.5,,0,0,0.0,Aucune
6.1,4.1,1.0,ENE,9.3,11.1,70,23.0,2025-04-01 04:00:00,1023.7,-1.1,,0,0,0.0,Aucune
6.6,5.2,1.1,NE,7.4,11.1,68,23.0,2025-04-01 03:00:00,1023.7,-1.5,,0,0,0.0,Aucune
6.9,5.5,1.4,ENE,7.4,13.0,68,22.0,2025-04-01 02:00:00,1024.1,-1.6,,0,0,0.0,Aucune
7.1,5.7,1.6,ENE,7.4,13.0,68,21.0,2025-04-01 01:00:00,1024.7,-1.4,,0,0,0.0,Aucune
8.2,6.6,1.8,NE,9.3,13.0,64,20.0,2025-04-01 00:00:00,1025.2,-1.1,,0,0,0.0,Aucune
10.5,10.5,4.6,ENE,1.9,7.4,67,22.0,2025-04-02 23:00:00,1016.1,1.0,,0,0,0.0,Aucune
12.6,12.6,4.5,ESE,3.7,9.3,58,20.0,2025-04-02 22:00:00,1015.9,1.5,3.0,0,0,0.0,Aucune
14.0,14.0,4.8,ESE,5.6,9.3,54,20.0,2025-04-02 21:00:00,1015.4,1.3,6.0,0,0,0.0,Aucune
14.6,14.5,4.6,E,7.4,11.1,51,20.0,2025-04-02 20:00:00,1014.9,0.8,4.0,0,0,0.0,Aucune
15.2,15.2,4.3,E,5.6,13.0,48,20.0,2025-04-02 19:00:00,1014.3,0.4,4.0,0,0,0.0,Aucune
16.6,16.6,4.0,E,7.4,16.7,43,20.0,2025-04-02 18:00:00,,-0.1,3.0,0,0,0.0,Aucune
17.5,17.3,4.4,E,13.0,18.5,42,20.0,2025-04-02 17:00:00,,-0.4,2.0,0,0,0.0,Aucune
17.6,17.6,3.8,E,11.1,16.7,40,14.0,2025-04-02 16:00:00,1013.8,-1.2,2.0,0,0,0.0,Aucune
17.7,17.7,4.3,ENE,11.1,20.4,41,14.0,2025-04-02 15:00:00,,-1.5,1.0,0,0,0.0,Aucune
17.1,17.0,3.4,E,11.1,18.5,40,20.0,2025-04-02 14:00:00,1014.4,-1.6,0.0,0,0,0.0,Aucune
16.5,16.3,4.2,ENE,11.1,18.5,44,20.0,2025-04-02 13:00:00,1015.1,-1.3,0.0,0,0,0.0,Aucune
15.2,14.7,3.6,E,11.1,18.5,46,20.0,2025-04-02 12:00:00,1015.6,-1.1,0.0,0,0,0.0,Aucune
14.3,13.6,3.7,E,11.1,18.5,49,20.0,2025-04-02 11:00:00,1016.2,-0.5,0.0,0,0,0.0,Aucune
12.6,11.6,3.5,E,11.1,18.5,54,20.0,2025-04-02 10:00:00,1016.5,-0.3,0.0,0,0,0.0,Aucune
11.3,9.8,2.1,E,13.0,18.5,53,11.0,2025-04-02 09:00:00,1016.9,0.1,0.0,0,0,0.0,Aucune
10.1,8.6,1.7,E,11.1,16.7,56,20.0,2025-04-02 08:00:00,1016.8,0.2,0.0,0,0,0.0,Aucune
7.7,6.0,1.1,NE,9.3,13.0,63,20.0,2025-04-02 07:00:00,,0.4,0.0,0,0,0.0,Aucune
6.3,4.4,0.6,NE,9.3,14.8,67,20.0,2025-04-02 06:00:00,,0.0,0.0,0,0,0.0,Aucune
6.4,4.5,0.5,NE,9.3,13.0,66,30.0,2025-04-02 05:00:00,1016.8,-0.6,0.0,0,0,0.0,Aucune
7.0,5.2,0.4,ENE,9.3,16.7,63,20.0,2025-04-02 04:00:00,1016.7,-1.0,0.0,0,0,0.0,Aucune
7.4,5.7,0.6,ENE,9.3,14.8,62,35.0,2025-04-02 03:00:00,1016.9,-1.3,,0,0,0.0,Aucune
7.7,5.7,0.6,ENE,11.1,20.4,61,35.0,2025-04-02 02:00:00,1017.3,-0.9,,0,0,0.0,Aucune
8.1,6.2,0.3,ENE,11.1,18.5,58,35.0,2025-04-02 01:00:00,1017.6,-0.6,,0,0,0.0,Aucune
8.4,6.5,0.1,NE,11.1,22.2,56,20.0,2025-04-02 00:00:00,1018.2,-0.5,0.0,0,0,0.0,Aucune
15.0,15.0,6.5,ENE,3.7,7.4,57,19.0,2025-04-03 23:00:00,,0.0,7.0,0,0,0.0,Aucune
15.1,15.1,7.6,E,3.7,5.6,61,30.0,2025-04-03 22:00:00,1018.1,0.3,7.0,0,0,0.0,Aucune
15.4,15.4,7.7,E,5.6,7.4,60,30.0,2025-04-03 21:00:00,,0.5,,0,0,0.0,Aucune
15.8,15.8,7.5,E,1.9,5.6,58,19.0,2025-04-03 20:00:00,,0.8,,0,0,0.0,Aucune
17.9,17.9,7.0,E,1.9,5.6,49,35.0,2025-04-03 19:00:00,1017.7,0.6,,0,0,0.0,Aucune
19.6,19.6,6.7,S,5.6,13.0,43,45.0,2025-04-03 18:00:00,1017.4,0.2,,0,0,0.0,Aucune
20.8,20.8,6.7,SSE,5.6,14.8,40,50.0,2025-04-03 17:00:00,,-0.3,,0,0,0.0,Aucune
21.1,21.1,6.6,SSE,7.4,14.8,39,20.0,2025-04-03 16:00:00,,-0.2,3.0,0,0,0.0,Aucune
21.7,21.7,6.4,SSE,7.4,16.7,37,20.0,2025-04-03 15:00:00,1017.1,0.0,3.0,0,0,0.0,Aucune
21.0,21.0,6.1,SE,9.3,18.5,38,20.0,2025-04-03 14:00:00,1017.3,-0.1,1.0,0,0,0.0,Aucune
20.2,20.2,6.2,SE,9.3,22.2,40,20.0,2025-04-03 13:00:00,1017.3,0.1,1.0,0,0,0.0,Aucune
19.9,19.9,6.6,SE,9.3,20.4,42,20.0,2025-04-03 12:00:00,1017.2,-0.2,3.0,0,0,0.0,Aucune
18.7,18.7,5.9,SE,9.3,20.4,43,20.0,2025-04-03 11:00:00,1017.5,0.0,1.0,0,0,0.0,Aucune
17.9,17.9,5.8,SE,11.1,18.5,45,20.0,2025-04-03 10:00:00,1017.4,-0.1,1.0,0,0,0.0,Aucune
16.7,16.5,6.2,SE,11.1,18.5,50,20.0,2025-04-03 09:00:00,1017.5,0.4,1.0,0,0,0.0,Aucune
13.4,13.1,5.5,ESE,7.4,13.0,59,20.0,2025-04-03 08:00:00,1017.7,1.0,1.0,0,0,0.0,Aucune
10.6,10.3,4.9,E,5.6,11.1,68,20.0,2025-04-03 07:00:00,1017.8,1.6,2.0,0,0,0.0,Aucune
9.2,9.2,4.2,E,3.7,7.4,71,20.0,2025-04-03 06:00:00,1017.4,1.2,3.0,0,0,0.0,Aucune
9.1,9.1,3.9,ENE,3.7,7.4,70,20.0,2025-04-03 05:00:00,1016.9,0.8,5.0,0,0,0.0,Aucune
9.6,9.6,4.0,E,1.9,7.4,68,20.0,2025-04-03 04:00:00,1016.2,0.2,5.0,0,0,0.0,Aucune
10.1,10.1,4.0,ENE,3.7,7.4,66,20.0,2025-04-03 03:00:00,1016.1,-0.2,,0,0,0.0,Aucune
10.4,10.4,4.1,NE,3.7,5.6,65,17.0,2025-04-03 02:00:00,,-0.1,,0,0,0.0,Aucune
10.9,10.9,4.4,ENE,1.9,7.4,64,17.0,2025-04-03 01:00:00,,0.0,,0,0,0.0,Aucune
10.3,10.3,4.6,NNE,3.7,7.4,68,20.0,2025-04-03 00:00:00,1016.3,0.8,1.0,0,0,0.0,Aucune
15.0,15.0,5.2,N,3.7,7.4,52,30.0,2025-04-04 23:00:00,1013.1,-0.3,,0,0,0.0,Aucune
15.0,15.0,5.5,NE,5.6,7.4,53,30.0,2025-04-04 22:00:00,1013.2,0.0,,0,0,0.0,Aucune
15.9,15.9,5.2,NE,5.6,7.4,49,19.0,2025-04-04 21:00:00,1013.2,0.1,,0,0,0.0,Aucune
17.5,17.5,5.4,ENE,5.6,9.3,45,35.0,2025-04-04 20:00:00,1013.3,0.5,,0,0,0.0,Aucune
19.1,19.1,5.2,ENE,7.4,11.1,40,35.0,2025-04-04 19:00:00,,0.3,,0,0,0.0,Aucune
20.4,20.4,5.2,ENE,7.4,13.0,37,30.0,2025-04-04 18:00:00,1012.9,-0.3,,0,0,0.0,Aucune
21.5,21.5,5.4,E,9.3,18.5,35,20.0,2025-04-04 17:00:00,1012.7,-1.0,5.0,0,0,0.0,Aucune
22.5,22.5,6.3,E,11.1,16.7,35,20.0,2025-04-04 16:00:00,1012.6,-1.8,5.0,0,0,0.0,Aucune
23.6,23.6,6.8,E,13.0,18.5,34,20.0,2025-04-04 15:00:00,1013.1,-1.8,5.0,0,0,0.0,Aucune
23.7,23.7,3.0,E,11.1,20.4,26,20.0,2025-04-04 14:00:00,1013.6,-2.1,4.0,0,0,0.0,Aucune
23.2,23.2,7.3,E,11.1,18.5,36,20.0,2025-04-04 13:00:00,1014.4,-1.8,3.0,0,0,0.0,Aucune
22.3,22.3,8.0,E,11.1,18.5,40,20.0,2025-04-04 12:00:00,1014.9,-1.9,2.0,0,0,0.0,Aucune
21.4,21.4,7.6,E,11.1,16.7,41,20.0,2025-04-04 11:00:00,1015.8,-1.1,2.0,0,0,0.0,Aucune
19.5,19.5,8.8,E,9.3,13.0,50,20.0,2025-04-04 10:00:00,1016.4,-0.3,3.0,0,0,0.0,Aucune
17.4,17.4,7.4,E,5.6,11.1,52,20.0,2025-04-04 09:00:00,,0.2,5.0,0,0,0.0,Aucune
14.6,14.5,7.2,E,7.4,11.1,61,19.0,2025-04-04 08:00:00,1017.2,0.1,5.0,0,0,0.0,Aucune
13.4,13.4,6.7,E,5.6,11.1,64,24.0,2025-04-04 07:00:00,1016.9,-0.2,6.0,0,0,0.0,Aucune
12.7,12.7,6.5,ENE,3.7,7.4,66,20.0,2025-04-04 06:00:00,,-0.2,6.0,0,0,0.0,Aucune
12.4,12.3,6.2,ENE,5.6,5.6,66,20.0,2025-04-04 05:00:00,1017.1,-0.4,7.0,0,0,0.0,Aucune
12.7,12.7,5.8,ENE,3.7,7.4,63,30.0,2025-04-04 04:00:00,1017.1,-0.5,8.0,0,0,0.0,Aucune
12.1,12.1,5.5,ENE,3.7,7.4,64,35.0,2025-04-04 03:00:00,1017.3,-0.9,,0,0,0.0,Aucune
12.8,12.8,5.7,ENE,3.7,5.6,62,35.0,2025-04-04 02:00:00,1017.5,-0.6,,0,0,0.0,Aucune
13.5,13.5,5.9,ENE,5.6,7.4,60,35.0,2025-04-04 01:00:00,1017.6,-0.6,6.0,0,0,0.0,Aucune
14.0,14.0,5.9,NE,1.9,5.6,58,29.0,2025-04-04 00:00:00,1018.1,0.0,,0,0,0.0,Aucune
14.8,14.8,3.6,NNE,5.6,18.5,47,20.0,2025-04-05 23:00:00,1015.5,1.1,,0,0,0.0,Aucune
16.6,16.6,4.6,N,9.3,18.5,45,20.0,2025-04-05 22:00:00,1015.2,1.6,1.0,0,0,0.0,Aucune
17.8,17.8,5.4,NNE,11.1,18.5,44,20.0,2025-04-05 21:00:00,1014.8,1.5,0.0,0,0,0.0,Aucune
19.1,19.1,5.5,NE,13.0,20.4,41,20.0,2025-04-05 20:00:00,1014.3,1.3,0.0,0,0,0.0,Aucune
18.3,18.3,4.1,N,5.6,11.1,39,20.0,2025-04-05 19:00:00,1013.5,0.5,0.0,0,0,0.0,Aucune
21.6,21.6,3.3,NE,9.3,18.5,30,20.0,2025-04-05 18:00:00,1013.2,0.3,0.0,0,0,0.0,Aucune
23.0,23.0,4.5,NE,9.3,14.8,30,26.0,2025-04-05 17:00:00,1012.8,-0.1,,0,0,0.0,Aucune
23.8,23.8,5.2,NE,9.3,16.7,30,19.0,2025-04-05 16:00:00,1012.8,-0.8,,0,0,0.0,Aucune
24.3,24.3,5.1,NE,9.3,16.7,29,19.0,2025-04-05 15:00:00,1012.8,-1.0,,0,0,0.0,Aucune
24.3,24.3,6.5,NE,9.3,16.7,32,19.0,2025-04-05 14:00:00,1012.9,-1.1,,0,0,0.0,Aucune
24.1,24.1,6.8,NE,7.4,14.8,33,17.0,2025-04-05 13:00:00,1013.6,-0.6,,0,0,0.0,Aucune
22.7,22.7,6.9,ENE,9.3,14.8,36,18.0,2025-04-05 12:00:00,1013.8,-0.7,,0,0,0.0,Aucune
21.2,21.2,8.1,NE,9.3,13.0,43,15.0,2025-04-05 11:00:00,1014.1,-0.1,,0,0,0.0,Aucune
19.5,19.5,6.9,NE,5.6,11.1,44,19.0,2025-04-05 10:00:00,1014.3,0.6,,0,0,0.0,Aucune
16.6,16.6,6.1,NNE,5.6,14.8,50,19.0,2025-04-05 09:00:00,1014.8,1.2,,0,0,0.0,Aucune
15.0,15.0,5.2,NE,7.4,13.0,52,20.0,2025-04-05 08:00:00,1014.4,1.1,,0,0,0.0,Aucune
14.1,14.1,5.4,NNE,3.7,9.3,56,20.0,2025-04-05 07:00:00,1013.9,0.6,,0,0,0.0,Aucune
11.7,11.5,4.7,N,5.6,11.1,62,8.0,2025-04-05 06:00:00,1013.7,0.6,,0,0,0.0,Aucune
