Date,Heure,T l'air à deux mètres du sol (°C),T ressentie au vent (°C),T du point de rosée (°C),Direction du vent (km/h),Vitesse du vent lors de la mesure (km/h),Vitesse moyenne du vent sur la dernière heure (km/h),Vitesse du vent maximum sur la dernière heure (km/h),Humidité relative (%),Pression atmosphérique ramenée au niveau de la mer (hPa),Visibilité (Km),Nebulosité (octa),Précipitations (mm/heure(s)),Conditions observées à la station
2025-01-Ven. 17,19:00,-0.6,-0.6,-0.7,ENE,3.7,--,5.6,99,1035.6(-0.3/3h),0.5,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard dépose du givre blanc"
2025-01-Ven. 17,18:00,-0.5,-0.5,-0.8,ESE,3.7,--,9.3,98,1036.1(0.1/3h),1,8/8,0/3h0/12h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Ven. 17,17:00,-0.4,-2.3,-0.7,ENE,5.6,--,7.4,98,1036.2(-0.1/3h),1.3,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Ven. 17,16:00,-0.1,-2,-0.5,ENE,5.6,--,9.3,97,1035.9(-0.7/3h),1.5,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Ven. 17,15:00,0.7,-1.1,--,ENE,5.6,--,9.3,--,1035.9(-0.9/3h),3.5,8/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Ven. 17,14:00,0.6,-1.2,0.2,ENE,5.6,--,7.4,97,1036.2(-1.3/3h),3.5,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Ven. 17,13:00,0.8,-0.9,0.5,ENE,5.6,--,9.3,98,1036.5(-0.8/3h),2.5,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Ven. 17,12:00,0.8,-0.9,0.7,NE,5.6,--,9.3,99,1036.8(-0.7/3h),1.2,8/8,0/3h0/6h,"Il y a eu du brouillard ou du brouillard glacé, associé à une visibilité de moins de 5/8 de mille à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Ven. 17,11:00,0.4,-1.4,0.3,ENE,5.6,--,9.3,99,1037.6(0.4/3h),0.3,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible mais le brouillard est devenu plus mince au cours de l'heure précédente"
2025-01-Ven. 17,10:00,0.3,-1.5,0.2,ENE,5.6,--,7.4,99,1037.4(0.7/3h),0.1,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible mais le brouillard est devenu plus mince au cours de l'heure précédente"
2025-01-Ven. 17,09:00,-0.2,-0.2,-0.3,E,3.7,--,5.6,99,1037.6(1.2/3h),0.1,--,0/3h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard a commencé ou est devenu plus épais lors de la dernière heure"
2025-01-Ven. 17,08:00,-0.3,-0.3,-0.6,ENE,3.7,--,5.6,98,1037.2(0.5/3h),1.3,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Ven. 17,07:00,-0.4,-0.4,-0.7,NNE,3.7,--,7.4,98,1036.7(0.3/3h),2.2,2/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Ven. 17,06:00,-0.4,-0.4,-0.7,NE,3.7,--,5.6,98,1036.4(0.1/3h),1.5,--,0/3h0/12h0/24h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Ven. 17,05:00,0.0,0.0,-0.3,NNE,1.9,--,1.9,98,1036.7(0.3/3h),0.5,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, mais le ciel est visible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-01-Ven. 17,04:00,-0.8,-0.8,-1.2,NNE,1.9,--,3.7,97,1036.4(-0.1/3h),0.2,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est visible et le brouillard dépose du givre blanc"
2025-01-Ven. 17,03:00,0.6,0.6,-0.4,NE,1.9,--,1.9,93,1036.2(-0.3/3h),0.3,--,0/3h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, mais le ciel est visible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-01-Ven. 17,02:00,1.6,1.6,0.7,N,1.9,--,5.6,94,1036.3(-0.4/3h),3.8,--,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Ven. 17,01:00,1.8,1.8,0.3,NE,3.7,--,5.6,90,1036.4(0.1/3h),6,--,0/1h,--
2025-01-Ven. 17,00:00,2.9,2.9,0.8,ENE,3.7,--,5.6,86,1036.4(0.1/3h),9,7/8,0/3h0/6h,--
2025-01-Sam. 18,23:00,-2.6,-2.6,-3.2,N,1.9,--,1.9,96,1026.4(-1.0/3h),3.8,--,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 18,22:00,-1.9,-1.9,-3.2,NNO,0.0,--,3.7,91,1026.4(-1.2/3h),3.9,--,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 18,21:00,-0.1,-0.1,-2.0,SSE,1.9,--,7.4,87,1026.9(-0.9/3h),5,7/8,0/3h,--
2025-01-Sam. 18,20:00,0.8,-0.9,-1.6,SE,5.6,--,11.1,84,1027.2(-0.3/3h),6,8/8,0/1h,--
2025-01-Sam. 18,19:00,0.8,-1.6,-1.6,ESE,7.4,--,13.0,84,1027.5(-0.1/3h),7,8/8,0/1h,--
2025-01-Sam. 18,18:00,0.9,-1.5,-1.8,E,7.4,--,11.1,82,1027.7(-0.1/3h),9,7/8,0/3h0/12h,--
2025-01-Sam. 18,17:00,1.0,-0.7,-1.7,SE,5.6,--,11.1,82,1027.5(-0.4/3h),10,8/8,0/1h,--
2025-01-Sam. 18,16:00,1.3,-0.4,-1.3,SE,5.6,--,11.1,83,1027.6(-1.1/3h),6,8/8,0/1h,--
2025-01-Sam. 18,15:00,1.5,-0.8,-1.4,ESE,7.4,--,9.3,81,1027.8(-1.6/3h),10,7/8,0/3h,--
2025-01-Sam. 18,14:00,1.5,-0.1,-1.4,ESE,5.6,--,11.1,81,1027.9(-2.3/3h),9,8/8,0/1h,--
2025-01-Sam. 18,13:00,1.6,-0,-1.0,SE,5.6,--,13.0,83,1028.7(-1.7/3h),8,8/8,0/1h,--
2025-01-Sam. 18,12:00,1.3,-1,-0.8,ESE,7.4,--,11.1,86,1029.4(-0.9/3h),7,8/8,0/3h0/6h,--
2025-01-Sam. 18,11:00,1.2,-0.5,-0.6,E,5.6,--,11.1,88,1030.2(-0.3/3h),5,8/8,0/1h,--
2025-01-Sam. 18,10:00,0.9,-1.5,-0.7,E,7.4,--,13.0,89,1030.5(-0.2/3h),7,8/8,0/1h,--
2025-01-Sam. 18,09:00,0.6,-1.8,-0.7,E,7.4,--,11.1,91,1030.4(-0.7/3h),6,8/8,0/3h,--
2025-01-Sam. 18,08:00,0.5,0.5,-0.6,E,3.7,--,7.4,92,1030.6(-1.0/3h),5,8/8,0/1h,--
2025-01-Sam. 18,07:00,0.4,0.4,-0.5,E,3.7,--,7.4,94,1030.7(-1.2/3h),3.5,8/8,0/1h,--
2025-01-Sam. 18,06:00,0.3,0.3,-0.4,E,3.7,--,11.1,95,1031.1(-1.5/3h),3.5,8/8,0/3h0/12h0/24h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 18,05:00,0.3,-1.5,-0.6,E,5.6,--,9.3,94,1031.6(-1.4/3h),3.3,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 18,04:00,0.1,-2.4,-0.6,E,7.4,--,11.1,95,1031.9(-1.5/3h),3.2,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 18,03:00,0.0,0.0,-0.7,NE,3.7,--,9.3,95,1032.6(-1.7/3h),3,8/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 18,02:00,-0.2,-2.1,-0.8,E,5.6,--,9.3,96,1033(-1.5/3h),3.4,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 18,01:00,-0.5,-2.4,-0.9,ENE,5.6,--,9.3,97,1033.4(-1.6/3h),3.7,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Sam. 18,00:00,-0.5,-2.4,-0.6,ENE,5.6,--,9.3,99,1034.4(-0.9/3h),1.8,8/8,0/3h0/6h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,23:00,-0.4,-0.4,-1.7,SSE,3.7,--,7.4,91,1021.6(-0.3/3h),5,8/8,0/1h,--
2025-01-Dim. 19,22:00,-0.2,-0.2,-1.6,SSE,1.9,--,3.7,90,1021.5(-0.4/3h),6,8/8,0/1h,--
2025-01-Dim. 19,21:00,-0.1,-0.1,-1.5,NO,1.9,--,9.3,90,1021.8(0.0/3h),6,8/8,0/3h,--
2025-01-Dim. 19,20:00,-0.2,-0.2,-1.8,O,1.9,--,3.7,89,1021.9(0.2/3h),6,8/8,0/1h,--
2025-01-Dim. 19,19:00,-0.2,-0.2,-1.8,SSE,1.9,--,5.6,89,1021.9(0.3/3h),6,8/8,0/1h,--
2025-01-Dim. 19,18:00,-0.1,-0.1,-1.7,SO,1.9,--,7.4,89,1021.8(0.0/3h),6,8/8,0/3h0/12h,--
2025-01-Dim. 19,17:00,0.0,0.0,-1.9,O,3.7,--,7.4,87,1021.7(-0.4/3h),5,8/8,0/1h,--
2025-01-Dim. 19,16:00,0.2,0.2,-1.6,SSO,3.7,--,7.4,88,1021.6(-0.5/3h),6,8/8,0/1h,--
2025-01-Dim. 19,15:00,0.7,0.7,-1.5,S,1.9,--,7.4,85,1021.8(-1.3/3h),7,8/8,0/3h,--
2025-01-Dim. 19,14:00,1.0,1.0,-1.4,S,1.9,--,7.4,84,1022.1(-1.4/3h),7,8/8,0/1h,--
2025-01-Dim. 19,13:00,1.0,1.0,-1.6,ESE,1.9,--,7.4,83,1022.1(-1.6/3h),8,8/8,0/1h,--
2025-01-Dim. 19,12:00,0.7,0.7,-1.5,S,1.9,--,7.4,85,1023.1(-0.4/3h),7,8/8,0/3h0/6h,--
2025-01-Dim. 19,11:00,0.4,-1.4,-1.2,O,5.6,--,9.3,89,1023.5(0.0/3h),5,8/8,0/1h,--
2025-01-Dim. 19,10:00,0.0,-1.9,-0.7,OSO,5.6,--,9.3,95,1023.7(0.5/3h),3.8,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,09:00,-0.7,-0.7,-1.3,OSO,3.7,--,7.4,96,1023.5(-0.1/3h),3,8/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,08:00,-0.9,-0.9,-1.5,OSO,3.7,--,7.4,96,1023.6(-0.1/3h),2.6,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,07:00,-1.3,-1.3,-1.9,OSO,3.7,--,5.6,96,1023.3(-1.2/3h),2.7,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,06:00,-1.4,-1.4,-2.0,ESE,1.9,--,3.7,96,1023.7(-1.0/3h),2.5,8/8,0/3h0/12h0/24h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,05:00,-1.2,-1.2,-1.8,NNO,0.0,--,1.9,96,1023.7(-1.6/3h),2.5,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,04:00,-1.0,-1.0,-1.6,NNO,0.0,--,1.9,96,1024.5(-1.0/3h),2.9,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,03:00,-1.2,-1.2,-1.8,S,1.9,--,3.7,96,1024.7(-1.3/3h),3.5,8/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,02:00,-1.6,-1.6,-2.0,E,1.9,--,1.9,97,1025.3(-1.0/3h),2.7,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,01:00,-2.0,-2.0,-2.7,NNO,0.0,--,3.7,95,1025.5(-0.9/3h),2.4,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Dim. 19,00:00,-1.8,-1.8,-2.4,ENE,1.9,--,3.7,96,1026(-0.9/3h),2.8,--,0/3h0/6h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,23:00,-1.5,-1.5,-1.6,SSE,1.9,--,3.7,99,1019.4(0.0/3h),0.2,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard a commencé ou est devenu plus épais lors de la dernière heure"
2025-01-Lun. 20,22:00,-1.5,-1.5,-1.6,NO,1.9,--,7.4,99,1019.3(0.0/3h),0.2,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard a commencé ou est devenu plus épais lors de la dernière heure"
2025-01-Lun. 20,21:00,-1.3,-1.3,-1.6,ESE,3.7,--,7.4,98,1019.2(-0.2/3h),1,8/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,20:00,-1.2,-1.2,-1.6,E,3.7,--,7.4,97,1019.4(-0.1/3h),3.2,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,19:00,-1.2,-1.2,-1.8,ENE,3.7,--,5.6,96,1019.3(0.1/3h),3.2,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,18:00,-1.3,-1.3,-2.0,E,3.7,--,5.6,95,1019.4(0.3/3h),5,8/8,0/3htrace/12h,Nuages se développant
2025-01-Lun. 20,17:00,-1.2,-1.2,-2.2,S,3.7,--,7.4,93,1019.5(0.2/3h),5,8/8,0/1h,--
2025-01-Lun. 20,16:00,-1.0,-1.0,-2.1,E,3.7,--,7.4,92,1019.2(-0.9/3h),7,8/8,0/1h,--
2025-01-Lun. 20,15:00,-0.8,-0.8,-2.2,E,3.7,--,7.4,90,1019.1(-1.4/3h),6,8/8,trace/3h,Nuages se dissipant
2025-01-Lun. 20,14:00,-0.8,-0.8,-1.8,NNE,3.7,--,5.6,93,1019.3(-1.5/3h),6,8/8,0/1h,--
2025-01-Lun. 20,13:00,-1.3,-1.3,-2.1,ESE,3.7,--,7.4,94,1020.1(-0.9/3h),4,8/8,trace/1h,"Il y a eu de la bruine ou de la neige en grains à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Lun. 20,12:00,-1.8,-1.8,-2.4,ENE,3.7,--,9.3,96,1020.6(-0.2/3h),4,8/8,trace/3htrace/6h,"Il y a eu de la bruine ou de la neige en grains à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-01-Lun. 20,11:00,-1.7,-1.7,-2.3,E,3.7,--,5.6,96,1020.9(0.4/3h),4,8/8,trace/1h,Il y a de la neige en grains à la station au moment de l'observation
2025-01-Lun. 20,10:00,-1.9,-1.9,-2.3,N,3.7,--,7.4,97,1021.1(1.0/3h),2.5,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,09:00,-1.8,-1.8,-2.2,SE,3.7,--,7.4,97,1020.8(0.1/3h),2.5,8/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,08:00,-2.0,-2.0,-2.6,ESE,3.7,--,7.4,96,1020.5(0.0/3h),4,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,07:00,-1.9,-1.9,-2.5,ENE,3.7,--,7.4,96,1020.1(-0.4/3h),5,8/8,0/1h,--
2025-01-Lun. 20,06:00,-1.6,-1.6,-2.2,E,3.7,--,7.4,96,1020.6(0.4/3h),5,8/8,0/3h0/12h0/24h,--
2025-01-Lun. 20,05:00,-1.3,-1.3,-2.0,E,3.7,--,7.4,95,1020.4(-0.1/3h),5,8/8,0/1h,--
2025-01-Lun. 20,04:00,-1.1,-1.1,-1.9,E,3.7,--,7.4,94,1020.4(-0.7/3h),3.3,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,03:00,-1.0,-1.0,-1.6,ESE,3.7,--,5.6,96,1020.2(-1.3/3h),1.8,8/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,02:00,-0.8,-0.8,-1.5,ESE,3.7,--,5.6,95,1020.5(-1.1/3h),2.5,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,01:00,-0.7,-0.7,-1.7,ESE,1.9,--,5.6,93,1021.1(-0.4/3h),3.8,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Lun. 20,00:00,-0.5,-0.5,-1.8,SSE,3.7,--,7.4,91,1021.5(-0.3/3h),3.8,8/8,0/3h0/6h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 21,23:00,-0.2,-0.2,-0.3,N,1.9,--,3.7,99,1009.8(-1.5/3h),2.7,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 21,22:00,0.1,0.1,-0.2,NE,1.9,--,3.7,98,1010.4(-1.6/3h),2.7,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 21,21:00,0.7,0.7,0.6,NE,1.9,--,3.7,99,1010.8(-1.9/3h),2.7,7/8,0/3h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 21,20:00,0.0,0.0,-0.3,NE,1.9,--,3.7,98,1011.3(-1.7/3h),2.7,7/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 21,19:00,0.7,0.7,0.4,NE,1.9,--,5.6,98,1012(-1.2/3h),2.7,7/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 21,18:00,0.1,0.1,-0.2,ENE,1.9,--,1.9,98,1012.8(-0.8/3h),2.7,6/8,0/3h0/12h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 21,17:00,0.1,0.1,-0.5,SO,1.9,--,3.7,96,1013(-1.4/3h),4,6/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 21,16:00,1.3,1.3,0.4,SE,1.9,--,5.6,94,1013.1(-2.1/3h),7,6/8,0/1h,--
2025-01-Mar. 21,15:00,1.6,1.6,0.9,ESE,3.7,--,5.6,95,1013.5(-2.7/3h),6,6/8,0/3h,--
2025-01-Mar. 21,14:00,0.7,0.7,0.3,S,1.9,--,3.7,97,1014.4(-2.5/3h),4,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 21,13:00,0.3,0.3,0.2,ESE,1.9,--,3.7,99,1015.3(-1.9/3h),2.3,8/8,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-01-Mar. 21,12:00,-0.3,-0.3,-0.4,ESE,1.9,--,3.7,99,1016.3(-0.9/3h),0.7,--,0/3h0/6h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard dépose du givre blanc"
2025-01-Mar. 21,11:00,-1.0,-1.0,-1.1,SE,3.7,--,5.6,99,1017(-0.3/3h),0.4,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-01-Mar. 21,10:00,-1.4,-1.4,-1.5,E,3.7,--,5.6,99,1017.3(-0.1/3h),0.3,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
2025-01-Mar. 21,09:00,-1.9,-1.9,-2.0,ENE,1.9,--,5.6,99,1017.3(-0.2/3h),0.2,--,0/3h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard dépose du givre blanc"
2025-01-Mar. 21,08:00,-2.0,-2.0,-2.1,E,3.7,--,5.6,99,1017.3(-0.5/3h),0.2,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard dépose du givre blanc"
2025-01-Mar. 21,07:00,-2.0,-2.0,-2.1,E,1.9,--,5.6,99,1017.4(-0.6/3h),0,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard dépose du givre blanc"
2025-01-Mar. 21,05:00,-1.8,-1.8,-1.9,E,3.7,--,5.6,99,1017.8(-0.9/3h),0.1,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard dépose du givre blanc"
2025-01-Mar. 21,04:00,-1.8,-1.8,-1.9,E,3.7,--,7.4,99,1018(-0.6/3h),0.1,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard dépose du givre blanc"
2025-01-Mar. 21,03:00,-1.4,-1.4,-1.5,E,3.7,--,7.4,99,1018.3(-0.7/3h),0.1,--,0/3h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard dépose du givre blanc"
2025-01-Mar. 21,02:00,-1.3,-1.3,-1.4,E,1.9,--,7.4,99,1018.7(-0.7/3h),0.1,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard dépose du givre blanc"
2025-01-Mar. 21,01:00,-1.4,-1.4,-1.5,N,3.7,--,5.6,99,1018.6(-0.7/3h),0.1,--,0/1h,"Il y a du brouillard ou du brouillard glacé à la station au moment de l'observation, la visibilité est inférieure à 5/8 de mille, le ciel est invisible et le brouillard n'a subi aucun changement d'intensité appréciable au cours de la dernière heure"
