Date,Heure,T l'air à deux mètres du sol (°C),T ressentie au vent (°C),T du point de rosée (°C),Direction du vent (km/h),Vitesse du vent lors de la mesure (km/h),Vitesse moyenne du vent sur la dernière heure (km/h),Vitesse du vent maximum sur la dernière heure (km/h),Humidité relative (%),Pression atmosphérique ramenée au niveau de la mer (hPa),Visibilité (Km),Nebulosité (octa),Précipitations (mm/heure(s)),Conditions observées à la station
2025-02-Mer. 26,04:00,4.1,2.2,3.2,O,7.4,--,13.0,94,1021.2(0.6/3h),14,--,0/1h,--
2025-02-Mer. 26,03:00,4.5,3.3,3.5,O,5.6,--,14.8,93,1021(0.9/3h),17,--,0/3h,--
2025-02-Mer. 26,02:00,4.9,3.2,3.7,O,7.4,--,14.8,92,1020.8(1.3/3h),16,--,0/1h,--
2025-02-Mer. 26,01:00,5.5,3.9,4.0,O,7.4,--,14.8,90,1020.5(1.8/3h),20,1/8,0/1h,--
2025-02-Mer. 26,00:00,6.1,4.1,4.4,O,9.3,--,16.7,89,1020(2.0/3h),20,1/8,0.2/3h1/6h,Nuages se dissipant
2025-02-Jeu. 27,23:00,6.1,6.1,2.5,NO,1.9,--,7.4,78,1025.9(1.2/3h),15,7/8,0/1h,--
2025-02-Jeu. 27,22:00,6.6,6.6,2.1,NNO,3.7,--,7.4,73,1025.7(1.6/3h),15,7/8,0/1h,--
2025-02-Jeu. 27,21:00,6.5,5.6,2.0,NNO,5.6,--,9.3,73,1025.3(2.1/3h),15,6/8,0/3h,--
2025-02-Jeu. 27,20:00,5.9,4.9,1.8,NO,5.6,--,11.1,75,1024.7(2.2/3h),15,5/8,0/1h,--
2025-02-Jeu. 27,19:00,7.3,6.5,2.2,NNO,5.6,--,11.1,70,1024(2.3/3h),45,7/8,0/1h,--
2025-02-Jeu. 27,18:00,7.1,5.7,2.2,NO,7.4,--,13.0,71,1023.1(1.7/3h),15,6/8,0/3h0.2/12h,Etat du ciel inchangé
2025-02-Jeu. 27,17:00,7.3,6,1.8,NNO,7.4,--,14.8,68,1022.4(1.6/3h),55,8/8,0/1h,--
2025-02-Jeu. 27,16:00,8.6,6.8,1.5,NO,11.1,--,18.5,61,1021.6(0.9/3h),15,7/8,0/1h,--
2025-02-Jeu. 27,15:00,8.6,6.8,2.4,NNO,11.1,--,18.5,65,1021.3(0.4/3h),15,5/8,trace/3h,"Il y a eu une averse de pluie à la station au cours de l'heure précédente, mais il n'y en a pas au moment de l'observation"
2025-02-Jeu. 27,14:00,9.3,7.9,3.1,ONO,9.3,--,14.8,65,1020.7(0.1/3h),35,6/8,0/1h,"Des précipitations sont en vue et atteignent le sol ou la surface de la mer, à une distance estimée à plus de 3 milles de la station"
2025-02-Jeu. 27,13:00,8.7,7.2,2.7,O,9.3,--,16.7,66,1020.7(0.3/3h),15,6/8,0/1h,--
2025-02-Jeu. 27,12:00,8.1,6.9,2.7,O,7.4,--,16.7,69,1021(0.7/3h),30,6/8,0/3h0.2/6h,--
2025-02-Jeu. 27,11:00,7.8,5.5,3.5,O,13.0,--,22.2,74,1020.9(1.1/3h),35,6/8,0/1h,--
2025-02-Jeu. 27,10:00,8.1,6.2,4.1,O,11.1,--,14.8,76,1020.4(1.1/3h),15,4/8,0/1h,--
2025-02-Jeu. 27,09:00,6.5,5,3.6,OSO,7.4,--,11.1,82,1020.3(1.4/3h),15,1/8,0.2/3h,--
2025-02-Jeu. 27,08:00,4.5,3.3,3.2,OSO,5.6,--,9.3,91,1019.9(1.3/3h),17,0/8,0.2/1h,--
2025-02-Jeu. 27,07:00,3.0,1,2.3,OSO,7.4,--,9.3,95,1019.5(1.3/3h),15,0/8,0/1h,--
2025-02-Jeu. 27,06:00,3.1,1.7,2.1,OSO,5.6,--,9.3,93,1019(1.1/3h),10,0/8,0/3htrace/12h3.2/24h,--
2025-02-Jeu. 27,05:00,3.6,2.3,2.6,OSO,5.6,--,7.4,93,1018.6(0.6/3h),10,0/8,0/1h,--
2025-02-Jeu. 27,04:00,4.1,2.8,2.9,OSO,5.6,--,11.1,92,1018.2(0.1/3h),25,1/8,0/1h,--
2025-02-Jeu. 27,03:00,4.5,3.3,3.2,OSO,5.6,--,7.4,91,1017.9(0.1/3h),10,1/8,0/3h,--
2025-02-Jeu. 27,02:00,4.4,4.4,3.2,OSO,3.7,--,7.4,92,1018(0.1/3h),19,--,0/1h,--
2025-02-Jeu. 27,01:00,5.1,5.1,3.8,OSO,1.9,--,5.6,91,1018(0.6/3h),23,--,0/1h,--
2025-02-Jeu. 27,00:00,5.7,5.7,4.0,OSO,3.7,--,11.1,89,1017.9(1.0/3h),25,--,0/3htrace/6h,--
2025-02-Ven. 28,23:00,4.7,2.5,2.2,NE,9.3,--,14.8,84,1028.2(0.7/3h),15,0/8,0/1h,--
2025-02-Ven. 28,22:00,5.4,2.9,2.2,NNE,11.1,--,18.5,80,1028(0.7/3h),15,4/8,0/1h,--
2025-02-Ven. 28,21:00,5.7,3.6,2.5,N,9.3,--,18.5,80,1027.7(0.6/3h),15,4/8,0/3h,--
2025-02-Ven. 28,20:00,6.8,5.4,2.5,N,7.4,--,14.8,74,1027.4(0.5/3h),15,7/8,0/1h,--
2025-02-Ven. 28,19:00,5.2,5.2,2.0,N,3.7,--,11.1,80,1027.3(0.6/3h),15,1/8,0/1h,--
2025-02-Ven. 28,18:00,6.0,5,2.3,N,5.6,--,11.1,77,1027.1(0.5/3h),23,6/8,0/3h0/12h,--
2025-02-Ven. 28,17:00,6.4,5.5,2.1,NNE,5.6,--,13.0,74,1026.9(0.0/3h),20,--,0/1h,--
2025-02-Ven. 28,16:00,8.0,6.8,3.1,N,7.4,--,22.2,71,1026.6(-0.6/3h),17,7/8,0/1h,--
2025-02-Ven. 28,15:00,8.6,7.1,2.6,NE,9.3,--,14.8,66,1026.5(-1.0/3h),19,8/8,0/3h,--
2025-02-Ven. 28,14:00,8.7,7.2,1.8,NNE,9.3,--,14.8,62,1026.8(-0.9/3h),18,8/8,0/1h,--
2025-02-Ven. 28,13:00,8.4,7.3,1.5,NNE,7.4,--,14.8,62,1027.2(-0.5/3h),17,8/8,0/1h,--
2025-02-Ven. 28,12:00,8.4,6.5,2.2,NE,11.1,--,16.7,65,1027.5(-0.1/3h),20,7/8,0/3h0/6h,--
2025-02-Ven. 28,11:00,9.4,8,2.3,N,9.3,--,16.7,61,1027.7(0.7/3h),13,6/8,0/1h,--
2025-02-Ven. 28,10:00,7.4,6.1,2.3,NE,7.4,--,14.8,70,1027.8(1.1/3h),18,--,0/1h,--
2025-02-Ven. 28,09:00,7.1,5.7,2.8,N,7.4,--,13.0,74,1027.7(1.5/3h),19,--,0/3h,--
2025-02-Ven. 28,08:00,6.3,5.3,2.7,N,5.6,--,11.1,78,1027.1(1.0/3h),19,--,0/1h,--
2025-02-Ven. 28,07:00,5.2,5.2,2.5,NNO,3.7,--,13.0,83,1026.7(0.7/3h),21,8/8,0/1h,--
2025-02-Ven. 28,06:00,4.7,4.7,2.4,NO,3.7,--,7.4,85,1026.2(0.2/3h),15,7/8,0/3h0/12h0.2/24h,--
2025-02-Ven. 28,05:00,4.6,4.6,2.3,ONO,3.7,--,9.3,85,1026.1(0.0/3h),15,7/8,0/1h,--
2025-02-Ven. 28,04:00,4.4,4.4,2.4,ONO,3.7,--,7.4,87,1026.1(-0.1/3h),24,8/8,0/1h,--
2025-02-Ven. 28,03:00,5.1,5.1,2.6,NNO,3.7,--,9.3,84,1026(0.0/3h),27,8/8,0/3h,--
2025-02-Ven. 28,02:00,5.2,5.2,2.4,NO,1.9,--,5.6,82,1026.1(0.2/3h),25,8/8,0/1h,--
2025-02-Ven. 28,01:00,5.3,5.3,2.1,ONO,3.7,--,5.6,80,1026.1(0.4/3h),15,7/8,0/1h,--
2025-02-Ven. 28,00:00,5.1,5.1,1.8,ONO,3.7,--,5.6,79,1026(0.7/3h),15,5/8,0/3h0/6h,--
2025-03-Sam. 01,23:00,2.7,0.1,0.4,NNE,9.3,--,16.7,85,1033(0.5/3h),8,--,0/1h,--
2025-03-Sam. 01,22:00,3.2,0.3,0.8,NNE,11.1,--,18.5,84,1033.1(0.7/3h),10,--,0/1h,--
2025-03-Sam. 01,21:00,3.5,0.6,0.7,NNE,11.1,--,18.5,82,1032.8(1.2/3h),10,--,0/3h,--
2025-03-Sam. 01,20:00,3.9,1.5,0.8,NNE,9.3,--,18.5,80,1032.4(1.3/3h),11,--,0/1h,--
2025-03-Sam. 01,19:00,4.2,1.9,0.5,NNE,9.3,--,20.4,77,1032.3(1.4/3h),14,--,0/1h,--
2025-03-Sam. 01,18:00,5.2,2.3,0.9,N,13.0,--,18.5,74,1031.5(0.5/3h),20,1/8,0/3h0/12h,--
2025-03-Sam. 01,17:00,5.9,3.2,1.0,N,13.0,--,22.2,71,1031.1(0.3/3h),20,1/8,0/1h,--
2025-03-Sam. 01,16:00,6.2,3.5,0.7,NNE,13.0,--,22.2,68,1030.8(0.0/3h),15,1/8,0/1h,--
2025-03-Sam. 01,15:00,7.0,4.2,1.1,NE,14.8,--,24.1,66,1030.9(-0.3/3h),15,4/8,0/3h,--
2025-03-Sam. 01,14:00,7.7,5.1,1.3,NNE,14.8,--,22.2,64,1030.7(-0.6/3h),15,4/8,0/1h,--
2025-03-Sam. 01,13:00,7.1,4.4,1.2,N,14.8,--,22.2,66,1030.8(-0.3/3h),15,4/8,0/1h,--
2025-03-Sam. 01,12:00,7.4,5,1.0,NNE,13.0,--,20.4,64,1031.2(0.4/3h),15,5/8,0/3h0/6h,--
2025-03-Sam. 01,11:00,7.2,4.8,1.7,NE,13.0,--,20.4,68,1031.3(0.9/3h),15,3/8,0/1h,--
2025-03-Sam. 01,10:00,6.1,4.1,2.0,NE,9.3,--,16.7,75,1031.1(1.4/3h),10,1/8,0/1h,--
2025-03-Sam. 01,09:00,4.6,1.9,1.4,NNE,11.1,--,16.7,80,1030.9(1.7/3h),9,2/8,0/3h,--
2025-03-Sam. 01,08:00,3.0,0.4,1.0,NE,9.3,--,14.8,87,1030.6(1.7/3h),9,2/8,0/1h,--
2025-03-Sam. 01,07:00,1.8,-0.4,0.6,NNE,7.4,--,14.8,92,1029.9(1.3/3h),8,0/8,0/1h,--
2025-03-Sam. 01,06:00,1.6,-0.7,0.6,N,7.4,--,14.8,93,1029.3(0.7/3h),6,0/8,0/3h0/12h0/24h,--
2025-03-Sam. 01,05:00,1.9,0.3,0.9,NNE,5.6,--,11.1,93,1028.9(0.2/3h),6,0/8,0/1h,--
2025-03-Sam. 01,04:00,2.1,-0.1,0.9,NNE,7.4,--,11.1,92,1028.6(0.1/3h),6,0/8,0/1h,--
2025-03-Sam. 01,03:00,2.3,0.8,1.1,NNE,5.6,--,9.3,92,1028.6(0.2/3h),6,0/8,0/3h,--
2025-03-Sam. 01,02:00,2.7,0.6,1.5,N,7.4,--,13.0,92,1028.7(0.4/3h),6,--,0/1h,--
2025-03-Sam. 01,01:00,3.7,1.3,2.1,NNE,9.3,--,14.8,89,1028.6(0.5/3h),6,--,0/1h,--
2025-03-Sam. 01,00:00,3.9,1.5,2.1,NNE,9.3,--,14.8,88,1028.3(0.5/3h),7,--,0/3h0/6h,--
2025-03-Dim. 02,23:00,3.7,3.7,1.1,N,1.9,--,11.1,83,1030(-0.3/3h),9,0/8,0/1h,--
2025-03-Dim. 02,22:00,4.8,3.6,1.8,NNE,5.6,--,11.1,81,1030.4(0.2/3h),15,0/8,0/1h,--
2025-03-Dim. 02,21:00,5.0,3.3,1.7,NNE,7.4,--,13.0,79,1030.4(0.3/3h),15,1/8,0/3h,--
2025-03-Dim. 02,20:00,6.0,4.5,1.7,NNE,7.4,--,14.8,74,1030.2(0.5/3h),15,1/8,0/1h,--
2025-03-Dim. 02,19:00,7.4,5.7,1.2,NNE,9.3,--,16.7,65,1030.1(0.2/3h),15,1/8,0/1h,--
2025-03-Dim. 02,18:00,8.4,7.3,1.3,NE,7.4,--,14.8,61,1029.9(-0.1/3h),22,--,0/3h0/12h,--
2025-03-Dim. 02,17:00,9.7,8.4,1.3,NNE,9.3,--,16.7,56,1029.6(-0.7/3h),21,--,0/1h,--
2025-03-Dim. 02,16:00,11.1,10.1,1.6,NE,9.3,--,14.8,52,1029.7(-1.1/3h),23,--,0/1h,--
2025-03-Dim. 02,15:00,11.5,10.9,0.3,NE,7.4,--,14.8,46,1029.9(-1.8/3h),21,--,0/3h,--
2025-03-Dim. 02,14:00,11.4,10.4,0.8,ENE,9.3,--,14.8,48,1030.2(-2.3/3h),16,--,0/1h,--
2025-03-Dim. 02,13:00,10.6,9.5,0.6,ENE,9.3,--,18.5,50,1030.9(-2.1/3h),15,--,0/1h,--
2025-03-Dim. 02,12:00,9.5,7.8,0.9,NE,11.1,--,16.7,55,1031.8(-1.6/3h),12,--,0/3h0/6h,--
2025-03-Dim. 02,11:00,8.1,6.5,0.8,ENE,9.3,--,14.8,60,1032.7(-0.8/3h),12,--,0/1h,--
2025-03-Dim. 02,10:00,6.9,5.1,0.1,ENE,9.3,--,16.7,62,1033.1(0.0/3h),10,--,0/1h,--
2025-03-Dim. 02,09:00,4.9,2.3,0.8,ENE,11.1,--,18.5,75,1033.6(0.5/3h),7,--,0/3h,--
2025-03-Dim. 02,08:00,3.0,0,0.1,NE,11.1,--,18.5,81,1033.7(1.3/3h),5,--,0/1h,--
2025-03-Dim. 02,07:00,1.5,-1.8,-0.4,NE,11.1,--,16.7,87,1033.4(1.0/3h),6,--,0/1h,--
2025-03-Dim. 02,06:00,1.2,-2.1,-0.6,NNE,11.1,--,18.5,88,1033.3(0.9/3h),6,--,0/3h0/12h0/24h,--
2025-03-Dim. 02,05:00,1.3,-2,-0.6,NNE,11.1,--,16.7,87,1032.5(-0.3/3h),7,--,0/1h,--
2025-03-Dim. 02,04:00,1.3,-1.6,-0.6,NNE,9.3,--,14.8,87,1032.4(-0.7/3h),7,--,0/1h,--
2025-03-Dim. 02,03:00,2.0,-0.2,-0.3,NNE,7.4,--,14.8,85,1032.3(-0.6/3h),8,--,0/3h,--
2025-03-Dim. 02,02:00,2.0,-0.7,-0.1,NE,9.3,--,14.8,86,1032.7(-0.3/3h),7,--,0/1h,--
2025-03-Dim. 02,01:00,2.2,-0.5,0.1,NNE,9.3,--,16.7,86,1033(-0.1/3h),9,--,0/1h,--
2025-03-Dim. 02,00:00,2.4,-0.7,0.1,NNE,11.1,--,18.5,85,1032.9(0.1/3h),9,--,0/3h0/6h,--
2025-03-Lun. 03,23:00,3.6,3.6,0.5,N,1.9,--,3.7,80,1027(-0.5/3h),12,7/8,0/1h,--
2025-03-Lun. 03,22:00,5.7,5.7,1.0,NE,3.7,--,11.1,72,1027.2(-0.1/3h),12,6/8,0/1h,--
2025-03-Lun. 03,21:00,6.2,4.7,1.1,NE,7.4,--,11.1,70,1027.4(0.3/3h),12,6/8,0/3h,--
2025-03-Lun. 03,20:00,6.6,5.7,1.3,N,5.6,--,9.3,69,1027.4(0.5/3h),15,6/8,0/1h,--
2025-03-Lun. 03,19:00,6.9,6,1.2,NNE,5.6,--,7.4,67,1027.3(0.2/3h),15,4/8,0/1h,--
2025-03-Lun. 03,18:00,8.6,8,1.0,NNE,5.6,--,9.3,59,1027(-0.2/3h),20,2/8,0/3h0/12h,--
2025-03-Lun. 03,17:00,10.3,9.5,1.1,NE,7.4,--,11.1,53,1026.7(-0.7/3h),20,1/8,0/1h,--
2025-03-Lun. 03,16:00,11.9,11.9,0.9,NE,3.7,--,9.3,47,1026.9(-1.0/3h),20,1/8,0/1h,--
2025-03-Lun. 03,15:00,12.3,12.2,1.6,NE,5.6,--,9.3,48,1027.1(-1.8/3h),20,1/8,0/3h,--
2025-03-Lun. 03,14:00,12.2,12.2,1.5,E,3.7,--,9.3,48,1027.4(-1.8/3h),19,1/8,0/1h,--
2025-03-Lun. 03,13:00,11.8,11.8,0.5,E,3.7,--,13.0,46,1027.9(-1.5/3h),14,0/8,0/1h,--
2025-03-Lun. 03,12:00,10.7,10.7,1.2,E,1.9,--,9.3,52,1028.9(-0.9/3h),15,0/8,0/3h0/6h,--
2025-03-Lun. 03,11:00,9.1,8.6,1.0,E,5.6,--,9.3,57,1029.3(-0.5/3h),15,0/8,0/1h,--
2025-03-Lun. 03,10:00,7.3,7.3,0.7,E,3.7,--,7.4,63,1029.6(0.1/3h),15,0/8,0/1h,--
2025-03-Lun. 03,09:00,5.4,5.4,1.1,ENE,3.7,--,5.6,74,1030.1(0.9/3h),15,0/8,0/3h,--
2025-03-Lun. 03,08:00,3.2,3.2,0.9,N,3.7,--,9.3,85,1030(1.1/3h),10,0/8,0/1h,--
2025-03-Lun. 03,07:00,0.2,0.2,-0.4,N,3.7,--,7.4,96,1029.8(1.0/3h),10,0/8,0/1h,--
2025-03-Lun. 03,06:00,0.3,0.3,-0.4,N,1.9,--,5.6,95,1029.4(0.3/3h),8,0/8,0/3h0/12h0/24h,--
2025-03-Lun. 03,05:00,-0.1,-0.1,-1.0,NE,1.9,--,3.7,94,1029.1(-0.3/3h),8,0/8,0/1h,--
2025-03-Lun. 03,04:00,1.7,1.7,0.2,N,1.9,--,3.7,90,1028.7(-1.0/3h),6,--,0/1h,--
2025-03-Lun. 03,03:00,1.5,1.5,0.5,N,1.9,--,5.6,93,1029(-0.8/3h),8,--,0/3h,--
2025-03-Lun. 03,02:00,2.2,2.2,0.9,N,3.7,--,5.6,91,1029.3(-0.8/3h),8,--,0/1h,--
2025-03-Lun. 03,01:00,2.8,2.8,0.8,N,1.9,--,5.6,87,1029.7(-0.8/3h),9,0/8,0/1h,--
2025-03-Lun. 03,00:00,3.5,3.5,1.2,N,3.7,--,5.6,85,1029.7(-0.7/3h),10,0/8,0/3h0/6h,--
2025-03-Mar. 04,23:00,3.8,3.8,1.2,OSO,1.9,--,3.7,83,1025(0.0/3h),9,1/8,0/1h,--
2025-03-Mar. 04,22:00,3.8,3.8,0.8,NNO,1.9,--,1.9,81,1025.3(0.3/3h),20,3/8,0/1h,--
2025-03-Mar. 04,21:00,5.1,5.1,1.4,NE,1.9,--,3.7,77,1025.1(0.2/3h),20,2/8,0/3h,--
2025-03-Mar. 04,20:00,6.6,6.6,1.3,N,1.9,--,3.7,69,1024.9(0.1/3h),20,2/8,0/1h,--
2025-03-Mar. 04,19:00,7.8,7.8,1.4,SSE,1.9,--,3.7,64,1024.8(-0.1/3h),20,2/8,0/1h,--
2025-03-Mar. 04,18:00,11.0,11.0,1.5,ESE,1.9,--,5.6,52,1024.7(-0.5/3h),10,2/8,0/3h0/12h,--
2025-03-Mar. 04,17:00,12.9,12.9,1.8,E,3.7,--,9.3,47,1024.5(-0.3/3h),10,2/8,0/1h,--
2025-03-Mar. 04,16:00,13.6,13.6,2.2,NNE,5.6,--,11.1,46,1024.7(-0.3/3h),10,2/8,0/1h,--
2025-03-Mar. 04,15:00,13.1,13.1,2.9,N,5.6,--,11.1,50,1025.1(-0.4/3h),8,6/8,0/3h,--
2025-03-Mar. 04,14:00,11.9,11.8,2.1,N,5.6,--,11.1,51,1024.8(-1.0/3h),10,6/8,0/1h,--
2025-03-Mar. 04,13:00,11.2,11.2,2.5,N,3.7,--,7.4,55,1025.1(-1.2/3h),10,6/8,0/1h,--
2025-03-Mar. 04,12:00,10.4,10.4,2.0,N,1.9,--,7.4,56,1025.6(-1.0/3h),10,7/8,0/3h0/6h,--
2025-03-Mar. 04,11:00,8.8,8.8,2.8,NE,3.7,--,5.6,66,1026(-0.5/3h),10,7/8,0/1h,--
2025-03-Mar. 04,10:00,7.8,7.8,2.0,E,3.7,--,7.4,67,1026.4(0.5/3h),10,7/8,0/1h,--
2025-03-Mar. 04,09:00,6.5,6.5,2.0,NE,3.7,--,9.3,73,1026.8(0.9/3h),10,7/8,0/3h,--
2025-03-Mar. 04,08:00,4.1,4.1,1.6,N,1.9,--,9.3,84,1026.7(0.9/3h),10,7/8,0/1h,--
2025-03-Mar. 04,07:00,2.9,1.5,0.6,N,5.6,--,11.1,85,1026.1(0.1/3h),6,7/8,0/1h,--
2025-03-Mar. 04,06:00,1.7,0.1,0.1,N,5.6,--,11.1,89,1026.1(0.1/3h),10,7/8,0/3h0/12h0/24h,--
2025-03-Mar. 04,05:00,2.2,2.2,0.6,N,3.7,--,7.4,89,1025.8(-0.6/3h),10,7/8,0/1h,--
2025-03-Mar. 04,04:00,1.3,1.3,-0.5,NNO,1.9,--,3.7,88,1026.1(-0.5/3h),7,8/8,0/1h,--
2025-03-Mar. 04,03:00,2.2,2.2,0.1,NO,1.9,--,3.7,86,1025.9(-0.8/3h),7,--,0/3h,--
2025-03-Mar. 04,02:00,2.8,2.8,0.4,NNO,1.9,--,3.7,84,1026.4(-0.6/3h),7,--,0/1h,--
2025-03-Mar. 04,01:00,2.8,2.8,--,NO,1.9,--,3.7,--,1026.5(-0.8/3h),12,6/8,0/1h,--
2025-03-Mar. 04,00:00,3.1,3.1,0.5,NNO,1.9,--,3.7,83,1026.7(-0.8/3h),12,6/8,0/3h0/6h,--
2025-03-Mer. 05,23:00,8.4,8.4,3.4,NNO,0.0,--,3.7,71,1021.3(-0.4/3h),18,0/8,0/1h,--
2025-03-Mer. 05,22:00,7.2,7.2,2.9,SO,1.9,--,3.7,74,1021.7(-0.1/3h),18,0/8,0/1h,--
2025-03-Mer. 05,21:00,7.6,7.6,2.9,NNO,0.0,--,1.9,72,1021.7(-0.1/3h),18,0/8,0/3h,--
2025-03-Mer. 05,20:00,8.8,8.8,2.8,OSO,1.9,--,1.9,66,1021.7(0.1/3h),18,0/8,0/1h,--
2025-03-Mer. 05,19:00,10.8,10.8,2.6,S,1.9,--,3.7,57,1021.7(-0.1/3h),18,1/8,0/1h,--
2025-03-Mer. 05,18:00,14.7,14.7,2.6,SSE,3.7,--,3.7,44,1021.5(-0.4/3h),18,--,0/3h0/12h,--
2025-03-Mer. 05,17:00,17.1,17.1,2.3,S,3.7,--,7.4,37,1021.3(-0.9/3h),15,2/8,0/1h,--
2025-03-Mer. 05,16:00,18.7,18.7,1.7,SSO,5.6,--,13.0,32,1021.5(-1.2/3h),15,1/8,0/1h,--
2025-03-Mer. 05,15:00,18.8,18.8,1.7,S,3.7,--,11.1,32,1021.8(-1.7/3h),15,1/8,0/3h,--
2025-03-Mer. 05,14:00,18.4,18.4,1.8,SSE,3.7,--,11.1,33,1022.2(-2.3/3h),11,0/8,0/1h,--
2025-03-Mer. 05,13:00,17.3,17.3,2.1,SE,5.6,--,11.1,36,1022.7(-1.9/3h),15,0/8,0/1h,--
2025-03-Mer. 05,12:00,16.1,16.1,3.5,SE,5.6,--,11.1,43,1023.6(-1.2/3h),10,0/8,0/3h0/6h,--
2025-03-Mer. 05,11:00,13.3,13.3,4.2,SSE,5.6,--,7.4,54,1024.7(-0.3/3h),10,0/8,0/1h,--
2025-03-Mer. 05,10:00,10.7,10.7,3.5,S,1.9,--,7.4,61,1024.9(0.0/3h),9,0/8,0/1h,--
2025-03-Mer. 05,09:00,7.7,7.7,3.2,SE,3.7,--,7.4,73,1025.1(0.3/3h),8,0/8,0/3h,--
2025-03-Mer. 05,08:00,6.0,6.0,2.8,NNO,0.0,--,3.7,80,1025.3(0.8/3h),7,0/8,0/1h,--
2025-03-Mer. 05,07:00,1.5,1.5,0.9,S,1.9,--,3.7,96,1025.3(0.7/3h),7,0/8,0/1h,--
2025-03-Mer. 05,06:00,1.0,1.0,0.4,SO,1.9,--,5.6,96,1025.1(0.3/3h),6,0/8,0/3h0/12h0/24h,--
2025-03-Mer. 05,05:00,1.2,1.2,0.3,NNO,0.0,--,1.9,94,1024.7(-0.1/3h),6,0/8,0/1h,--
2025-03-Mer. 05,04:00,1.6,1.6,0.7,NO,1.9,--,3.7,94,1024.6(-0.4/3h),4.4,--,0/1h,Du brouillard ou du brouillard glacé (plus correctement designé sous le nom de brume) est observé et la visibilité n'est ni inférieure à 5/8 de mille ni supérieure à 6 milles
2025-03-Mer. 05,03:00,1.2,1.2,0.2,OSO,1.9,--,3.7,93,1024.8(-0.2/3h),5,--,0/3h,--
2025-03-Mer. 05,02:00,1.7,1.7,0.2,NNO,0.0,--,1.9,90,1024.8(-0.3/3h),5,--,0/1h,--
2025-03-Mer. 05,01:00,1.9,1.9,1.2,NNO,0.0,--,1.9,95,1024.9(-0.4/3h),4.9,1/8,0/1h,--
2025-03-Mer. 05,00:00,2.2,2.2,0.9,NNO,0.0,--,3.7,91,1024.9(-0.3/3h),4.8,1/8,0/3h0/6h,--
2025-03-Jeu. 06,23:00,10.3,10.3,2.9,NNO,0.0,--,7.4,60,1016.7(0.1/3h),20,0/8,0/1h,--
2025-03-Jeu. 06,22:00,9.4,9.4,2.5,NNO,0.0,--,3.7,62,1016.9(0.4/3h),20,0/8,0/1h,--
2025-03-Jeu. 06,21:00,10.2,10.2,2.5,SE,1.9,--,3.7,59,1016.7(0.6/3h),20,0/8,0/3h,--
2025-03-Jeu. 06,20:00,11.6,11.6,2.3,SSE,1.9,--,3.7,53,1016.6(0.7/3h),20,0/8,0/1h,--
2025-03-Jeu. 06,19:00,11.9,11.9,1.8,S,3.7,--,5.6,50,1016.4(0.4/3h),20,3/8,0/1h,--
2025-03-Jeu. 06,18:00,15.3,15.3,1.4,S,3.7,--,7.4,39,1015.9(-0.2/3h),20,3/8,0/3h0/12h,--
2025-03-Jeu. 06,17:00,17.3,17.3,0.9,S,5.6,--,14.8,33,1015.7(-0.8/3h),20,3/8,0/1h,--
2025-03-Jeu. 06,16:00,18.2,18.2,-0.1,S,7.4,--,14.8,29,1015.7(-1.2/3h),20,1/8,0/1h,--
2025-03-Jeu. 06,15:00,18.4,18.4,0.5,SSO,9.3,--,18.5,30,1016(-1.6/3h),20,1/8,0/3h,--
2025-03-Jeu. 06,14:00,18.1,18.1,0.2,S,9.3,--,16.7,30,1016.4(-1.7/3h),20,1/8,0/1h,--
2025-03-Jeu. 06,13:00,17.1,17,0.7,SSO,11.1,--,16.7,33,1017(-1.6/3h),20,0/8,0/1h,--
2025-03-Jeu. 06,12:00,16.6,16.6,-0.6,SSO,9.3,--,14.8,31,1017.7(-1.4/3h),20,0/8,0/3h0/6h,--
2025-03-Jeu. 06,11:00,15.1,15.1,0.1,S,7.4,--,13.0,36,1018.3(-1.0/3h),12,--,0/1h,--
2025-03-Jeu. 06,10:00,13.9,13.7,0.8,S,7.4,--,13.0,41,1018.7(-0.6/3h),20,0/8,0/1h,--
2025-03-Jeu. 06,09:00,11.3,11.3,2.1,S,3.7,--,7.4,53,1019.3(0.0/3h),20,0/8,0/3h,--
2025-03-Jeu. 06,08:00,8.1,8.1,1.5,S,1.9,--,5.6,63,1019.5(-0.1/3h),15,0/8,0/1h,--
2025-03-Jeu. 06,07:00,5.7,5.7,1.2,S,3.7,--,5.6,73,1019.6(-0.1/3h),15,1/8,0/1h,--
2025-03-Jeu. 06,06:00,4.7,4.7,1.0,S,3.7,--,7.4,77,1019.6(-0.2/3h),15,0/8,0/3h0/12h0/24h,--
2025-03-Jeu. 06,05:00,5.3,5.3,1.4,S,3.7,--,5.6,76,1019.8(-0.5/3h),15,0/8,0/1h,--
2025-03-Jeu. 06,04:00,5.6,5.6,1.5,S,1.9,--,1.9,75,1019.7(-1.0/3h),6,--,0/1h,--
2025-03-Jeu. 06,03:00,5.1,5.1,2.3,S,1.9,--,3.7,82,1019.8(-1.4/3h),5,--,0/3h,--
2025-03-Jeu. 06,02:00,4.5,4.5,2.8,NNO,0.0,--,1.9,89,1020.3(-1.2/3h),6,--,0/1h,--
2025-03-Jeu. 06,01:00,4.3,4.3,2.6,NNO,0.0,--,1.9,89,1020.8(-1.0/3h),6,2/8,0/1h,--
2025-03-Jeu. 06,00:00,4.6,4.6,2.1,SO,1.9,--,1.9,84,1021.2(-0.6/3h),18,0/8,0/3h0/6h,--
